Age,Highschool,Internet,BusinessPlan,Group,Female,Married,NumberWorkers,Loan,OperatesFirm,WorkHours
35,0,1,39,control,0,1,NA,NA,0,0
26,1,1,54,control,0,0,NA,0,1,42
32,0,0,45,control,0,1,NA,NA,0,0
26,0,0,47,control,0,0,NA,NA,0,0
25,0,0,56,control,0,0,1,0,NA,NA
27,0,0,54,control,0,0,NA,NA,0,0
21,1,0,71,control,0,0,NA,NA,0,0
25,0,1,64,control,1,0,NA,NA,1,90
34,0,1,43,control,0,1,7,1,1,48
30,0,1,60,control,0,0,NA,NA,1,15
39,0,1,57,control,0,1,16,0,1,47
34,0,1,61,control,1,0,NA,NA,NA,NA
32,0,0,46,control,1,1,4,0,1,55
28,0,0,59,control,0,0,NA,NA,0,0
27,0,0,38,control,0,1,NA,NA,NA,NA
25,0,0,46,control,0,0,NA,NA,0,0
24,0,1,46,control,0,1,5,1,NA,NA
31,0,1,33,control,0,1,2,0,NA,NA
29,0,0,48,control,0,0,4,0,1,60
34,0,0,58,control,0,0,5,0,0,0
30,0,1,55,control,0,0,6,0,1,52
27,0,0,62,control,0,0,NA,NA,NA,NA
19,1,1,63,control,1,1,NA,NA,0,0
32,0,1,59,control,0,0,NA,NA,NA,NA
28,0,0,53,control,0,0,NA,NA,0,0
28,0,1,54,control,0,0,NA,0,NA,NA
23,0,1,59,control,1,0,NA,NA,1,48
39,0,0,53,control,0,1,7,0,1,12
23,0,1,67,control,0,0,3,0,NA,NA
36,0,1,70,control,1,1,4,0,1,20
32,0,1,50,control,0,1,NA,0,1,60
29,0,0,60,control,0,0,NA,NA,NA,NA
24,0,1,42,control,0,0,5,0,0,0
27,0,1,52,control,0,0,NA,NA,1,80
23,1,1,56,control,0,0,NA,NA,1,40
33,0,1,52,control,0,1,0,0,1,48
31,0,0,49,control,0,0,16,0,NA,NA
27,0,1,39,control,0,0,7,0,NA,NA
33,0,1,46,control,0,1,6,1,NA,NA
32,0,0,55,control,0,1,1,NA,0,0
26,0,1,59,control,0,0,NA,NA,1,25
23,0,1,66,control,0,0,4,0,NA,NA
30,0,1,44,control,0,0,1,0,NA,NA
26,0,0,52,control,1,0,NA,NA,NA,NA
23,0,0,44,control,0,0,20,0,0,0
35,0,1,56,control,1,1,NA,0,1,30
24,1,0,54,control,0,0,NA,NA,0,0
32,1,1,45,control,1,1,NA,NA,NA,NA
36,0,1,62,control,0,0,1,0,1,46
26,1,0,59,control,0,1,NA,NA,0,0
38,0,0,50,control,0,1,NA,NA,1,20
32,0,0,34,control,0,0,NA,NA,0,0
35,0,1,69,control,0,1,NA,NA,NA,NA
30,1,1,52,control,0,0,NA,0,NA,NA
32,0,1,59,control,0,1,26,0,0,0
21,1,1,64,control,0,0,NA,NA,1,22
30,0,1,62,control,0,1,3,0,NA,NA
27,0,0,58,control,0,0,NA,NA,0,0
35,0,0,67,control,0,1,NA,0,0,0
24,0,1,59,control,0,0,1,0,NA,NA
26,1,0,42,control,0,0,NA,NA,1,66
34,0,1,35,control,1,1,33,0,1,45
26,0,1,55,control,0,1,NA,NA,NA,NA
29,0,1,62,control,0,0,NA,NA,1,20
39,0,0,38,control,0,1,NA,0,1,35
36,0,1,55,control,1,1,NA,0,0,0
36,0,1,31,control,0,0,12,0,1,60
28,1,0,32,control,0,1,12,1,1,82
25,0,1,56,control,1,0,NA,NA,0,0
32,0,1,52,control,0,0,NA,NA,1,66
27,0,1,64,control,0,1,0,0,1,40
32,0,0,47,control,0,1,1,0,1,NA
22,0,0,54,control,1,0,NA,NA,1,NA
30,0,1,63,control,0,0,NA,0,NA,NA
29,0,1,56,control,0,0,11,0,1,60
28,0,0,68,control,0,0,NA,NA,0,0
38,0,1,49,control,0,1,2,1,0,0
36,0,1,58,control,1,0,NA,NA,0,0
24,0,0,50,control,0,0,NA,NA,NA,NA
29,0,1,56,control,0,0,NA,NA,1,120
27,0,0,35,control,0,0,9,0,1,15
28,0,0,57,control,0,0,NA,NA,0,0
26,0,1,71,control,0,0,NA,NA,1,98
28,0,1,65,control,0,0,NA,NA,1,NA
30,0,0,62,control,0,1,NA,0,1,54
29,0,0,61,control,0,0,NA,NA,0,0
31,0,1,61,control,0,0,NA,NA,0,0
25,0,1,56,control,0,0,8,NA,1,NA
34,0,1,57,control,1,1,NA,NA,1,NA
23,0,1,54,control,0,0,NA,NA,0,0
32,0,1,37,control,0,1,NA,NA,0,0
34,0,1,48,control,1,1,2,0,NA,NA
29,0,1,39,control,1,1,NA,0,NA,NA
27,0,0,67,control,0,0,8,0,1,42
30,0,0,41,control,1,1,NA,NA,NA,NA
35,0,1,57,control,0,0,10,0,1,50
37,0,1,58,control,0,1,NA,NA,1,50
22,0,0,43,control,0,0,NA,NA,1,63
28,0,0,46,control,0,0,NA,NA,0,0
28,0,0,37,control,1,0,NA,NA,0,0
24,0,0,46,control,0,0,NA,NA,NA,NA
28,0,0,50,control,0,0,5,0,NA,NA
27,0,0,54,control,0,0,NA,NA,1,42
29,0,1,68,control,0,0,NA,NA,NA,NA
28,0,1,50,control,0,0,NA,NA,NA,NA
31,1,0,35,control,0,1,4,0,1,30
31,0,1,34,control,0,0,40,0,NA,NA
29,0,1,59,control,0,1,0,0,1,56
30,0,1,61,control,0,0,NA,NA,0,0
28,0,0,52,control,0,1,2,0,NA,NA
28,0,1,73,control,0,0,NA,NA,NA,NA
29,1,1,44,control,0,0,3,0,1,48
21,0,1,56,control,0,0,NA,NA,NA,NA
32,0,0,56,control,0,0,NA,NA,0,0
34,0,1,41,control,0,1,2,0,1,48
27,0,1,60,control,1,0,3,0,NA,NA
28,0,0,58,control,0,0,2,0,1,72
31,1,0,42,control,0,0,NA,NA,1,21
37,0,0,50,control,0,1,10,0,0,0
30,0,0,56,control,0,0,5,0,1,NA
36,0,1,39,control,1,1,11,0,1,42
30,0,0,47,control,0,1,1,0,NA,NA
32,0,0,54,control,0,1,NA,NA,0,0
28,0,1,44,control,1,1,0,0,0,0
31,0,1,49,control,0,1,9,0,1,90
32,0,1,51,control,0,0,3,0,1,57
36,0,1,54,control,1,0,NA,NA,1,66
29,0,0,54,control,0,0,2,0,1,13
30,0,1,36,control,0,0,NA,NA,NA,NA
24,0,0,48,control,0,0,NA,NA,0,0
36,0,0,52,control,0,0,4,0,1,30
37,0,0,57,control,0,0,NA,NA,0,0
37,0,0,70,control,0,1,NA,0,1,80
35,0,1,53,control,1,1,5,0,0,0
32,0,0,61,control,0,0,NA,NA,1,126
33,0,1,47,control,0,1,1,0,1,70
38,0,0,57,control,0,1,10,0,1,107
32,0,1,33,control,0,0,2,0,NA,NA
32,0,1,58,control,0,1,NA,NA,1,21
29,0,0,53,control,0,0,NA,NA,0,0
29,0,0,49,control,0,0,5,0,1,30
29,0,0,52,control,0,0,NA,NA,0,0
29,0,0,66,control,1,0,NA,NA,0,0
23,0,1,61,control,0,0,4,0,NA,NA
34,0,0,37,control,0,1,NA,NA,NA,NA
27,0,1,60,control,1,0,0,0,NA,NA
25,0,0,35,control,0,0,NA,NA,0,0
27,0,0,47,control,0,0,NA,NA,0,0
39,0,1,55,control,0,1,2,0,1,42
24,0,0,36,control,0,0,3,0,1,60
34,0,0,58,control,0,1,NA,NA,1,60
27,0,1,64,control,0,1,NA,NA,NA,NA
28,0,0,46,control,0,1,NA,0,0,0
38,0,0,61,control,0,1,NA,NA,0,0
30,0,1,58,control,0,1,NA,NA,NA,NA
31,0,1,56,control,0,1,4,0,NA,NA
34,0,0,32,control,0,1,62,0,1,30
25,0,1,35,control,1,0,2,0,1,40
30,0,0,59,control,0,1,NA,0,1,48
30,0,0,65,control,0,0,NA,NA,NA,NA
32,0,1,59,control,0,1,NA,NA,1,80
29,0,0,66,control,0,1,NA,NA,0,0
29,0,0,33,control,1,1,2,0,1,60
29,0,0,53,control,0,0,NA,NA,NA,NA
28,0,0,58,control,0,0,0,0,NA,NA
34,0,0,64,control,0,0,8,0,1,36
26,1,0,45,control,0,0,NA,NA,1,30
26,0,0,58,control,0,0,NA,NA,1,28
32,0,1,58,control,1,1,NA,NA,NA,NA
30,0,1,58,control,0,1,NA,NA,1,21
34,0,1,62,control,0,0,NA,NA,1,36
34,0,1,72,control,0,1,NA,NA,1,30
35,0,0,59,control,0,1,NA,0,0,0
31,0,1,54,control,0,0,3,0,1,60
23,0,1,71,control,0,0,NA,NA,0,0
29,0,0,57,control,0,0,0,0,1,42
28,0,0,61,control,1,0,0,0,NA,NA
29,1,0,30,control,0,1,NA,0,0,0
29,0,0,54,control,1,0,2,0,NA,NA
26,0,1,47,control,0,0,NA,NA,1,12
28,0,0,34,control,0,0,NA,NA,1,72
28,0,0,43,control,0,0,NA,NA,0,0
32,0,1,51,control,0,0,4,0,1,66
27,0,1,58,control,0,0,13,0,NA,NA
36,0,0,60,control,1,0,NA,NA,0,0
30,0,0,32,control,0,0,NA,NA,0,0
35,0,1,44,control,0,0,NA,0,0,0
30,0,1,35,control,0,1,8,1,1,60
28,0,1,60,control,1,1,NA,NA,NA,NA
31,0,0,54,control,0,0,2,0,0,0
34,0,0,60,control,0,0,NA,NA,0,0
39,0,1,47,control,1,1,0,0,0,0
24,0,0,50,control,1,0,NA,NA,0,0
20,1,1,55,control,0,0,NA,NA,0,0
27,0,1,60,control,0,0,NA,NA,0,0
25,0,1,64,control,0,0,NA,NA,0,0
35,0,1,54,control,0,1,NA,NA,NA,NA
25,0,1,51,control,0,0,NA,NA,1,6
34,0,1,57,control,0,0,NA,0,NA,NA
29,0,1,60,control,0,0,NA,NA,NA,NA
36,0,0,60,control,0,0,NA,NA,1,77
25,0,1,69,control,0,0,0,0,0,0
36,0,0,52,control,0,1,NA,NA,1,35
33,0,0,53,control,0,1,NA,NA,1,72
35,0,1,46,control,0,1,5,0,1,80
29,0,0,58,control,0,1,NA,NA,1,4
27,0,1,54,control,0,0,NA,NA,NA,NA
26,1,0,52,control,0,0,NA,NA,0,0
30,0,0,59,control,0,0,NA,NA,0,0
37,0,0,37,control,0,1,NA,NA,0,0
29,0,1,44,control,0,0,9,0,1,21
31,0,0,56,control,0,0,NA,0,1,42
34,1,1,35,control,0,1,1,0,1,60
22,1,1,39,control,0,0,NA,NA,0,0
28,0,0,62,control,1,1,NA,NA,0,0
22,0,1,64,control,1,0,3,0,1,30
26,0,0,30,control,0,1,0,0,1,21
23,0,1,54,control,0,0,NA,NA,0,0
24,0,0,56,control,0,0,NA,NA,0,0
31,0,0,59,control,0,0,NA,NA,NA,NA
32,0,1,57,control,1,1,12,0,1,95
28,0,0,58,control,1,1,NA,0,NA,NA
32,0,1,32,control,0,0,2,0,1,82
25,0,1,62,control,1,0,15,0,1,42
32,0,0,61,control,0,0,NA,NA,NA,NA
27,0,0,47,control,0,0,NA,NA,1,28
29,1,0,32,control,0,0,3,1,1,35
25,0,1,60,control,0,0,NA,0,1,NA
37,0,0,60,control,0,0,4,0,NA,NA
32,0,1,44,control,0,1,0,0,1,60
28,0,1,48,control,0,0,2,0,1,54
31,0,1,43,control,0,0,0,0,1,56
36,0,1,62,control,0,1,NA,NA,1,48
25,0,0,54,control,0,0,NA,0,1,48
21,1,0,57,control,0,0,NA,0,0,0
39,0,1,65,control,0,1,NA,NA,1,48
31,0,1,34,control,0,1,15,0,1,90
26,1,0,49,control,0,0,NA,NA,1,60
30,0,0,54,control,0,0,NA,NA,NA,NA
36,0,0,63,control,0,0,2,0,1,87
22,0,1,62,control,1,0,NA,NA,0,0
27,1,1,53,control,0,0,5,0,1,54
33,1,1,45,control,0,1,5,0,1,NA
26,0,0,61,control,1,0,NA,NA,1,6
38,0,0,55,control,1,0,NA,NA,NA,NA
27,0,1,62,control,0,0,NA,0,NA,NA
26,0,0,58,control,0,0,NA,NA,NA,NA
37,0,1,66,control,0,1,NA,NA,1,25
23,1,1,39,control,0,0,NA,NA,0,0
25,0,1,55,control,0,0,NA,NA,1,9
23,0,0,64,control,1,0,NA,0,NA,NA
27,0,0,58,control,1,0,NA,NA,0,0
26,0,0,43,control,0,0,NA,NA,1,70
30,0,1,56,control,0,1,NA,0,0,0
28,0,1,60,control,1,1,NA,NA,NA,NA
29,0,0,37,control,0,0,3,0,1,60
35,0,1,60,control,0,1,NA,0,0,0
38,0,0,57,control,0,0,NA,NA,1,36
29,0,1,53,control,0,1,NA,NA,1,48
31,0,0,56,control,0,0,NA,0,1,30
27,1,1,61,control,1,1,5,NA,NA,NA
25,0,0,54,control,0,0,NA,NA,NA,NA
26,0,0,68,control,0,0,NA,NA,1,92
26,0,1,57,control,1,0,NA,NA,NA,NA
27,0,0,46,control,0,0,NA,NA,0,0
36,0,1,68,control,0,1,NA,NA,0,0
21,0,1,55,control,0,0,NA,NA,0,0
27,0,1,64,control,0,0,NA,NA,0,0
40,0,0,59,control,0,1,NA,NA,1,107
25,0,1,40,control,0,0,NA,NA,0,0
31,0,0,57,control,0,0,NA,NA,NA,NA
26,1,1,39,control,0,0,1,0,1,52
26,0,0,42,control,0,0,10,0,1,45
26,0,0,30,control,1,0,3,0,1,40
37,0,0,32,control,0,0,4,1,NA,NA
27,0,0,45,control,0,0,9,0,1,94
31,0,1,38,control,0,0,5,0,1,66
27,0,0,47,control,0,0,NA,NA,0,0
24,0,0,63,control,0,0,NA,NA,0,0
32,0,0,47,control,0,0,2,0,1,40
32,0,0,39,control,0,0,4,0,1,54
31,0,1,57,control,0,1,0,0,1,126
23,0,1,61,control,0,0,NA,NA,1,20
35,1,1,57,control,1,1,NA,NA,0,0
39,0,1,31,control,0,1,4,0,NA,NA
34,0,1,62,control,0,1,NA,0,NA,NA
33,0,0,30,control,0,1,21,0,1,84
21,0,1,49,control,1,0,NA,NA,NA,NA
33,0,1,56,control,0,1,NA,NA,NA,NA
28,0,1,59,control,0,0,0,0,0,0
25,0,1,55,control,1,0,NA,NA,NA,NA
33,0,0,36,control,0,0,5,0,1,68
35,0,0,62,control,1,1,NA,NA,0,0
35,0,1,58,control,0,1,NA,0,NA,NA
29,0,0,58,control,0,0,NA,NA,1,7
28,0,0,58,control,0,0,NA,NA,1,9
23,0,0,33,control,0,0,NA,NA,0,0
26,0,0,41,control,0,0,3,0,1,60
30,0,0,61,control,0,0,4,0,0,0
28,0,0,60,control,0,0,NA,NA,1,40
31,0,1,58,control,0,1,NA,0,1,38
27,0,1,59,control,0,0,NA,NA,0,0
36,0,0,61,control,1,1,0,0,0,0
35,0,1,53,control,0,1,6,0,NA,NA
33,0,0,58,control,0,1,NA,NA,1,70
28,0,1,73,control,1,0,NA,NA,1,8
29,0,1,65,control,0,0,13,0,1,25
32,0,0,68,control,0,0,51,0,1,90
38,0,1,57,control,0,1,7,0,1,58
30,0,1,51,control,1,1,0,0,1,63
22,0,1,54,control,0,0,2,0,0,0
31,0,0,58,control,0,0,NA,0,NA,NA
26,1,0,36,control,0,0,18,0,1,80
30,0,0,33,control,0,1,NA,NA,0,0
33,0,1,47,control,0,0,NA,0,1,78
24,1,0,59,control,0,1,NA,NA,NA,NA
33,0,0,31,control,0,1,NA,NA,1,30
32,0,1,48,control,0,1,NA,NA,1,54
25,0,0,59,control,0,0,NA,0,NA,NA
33,0,0,48,control,0,1,4,0,NA,NA
24,0,0,66,control,0,0,NA,NA,NA,NA
26,0,0,43,control,0,0,0,0,1,35
33,0,1,67,control,0,1,NA,NA,1,48
26,1,1,51,control,0,0,1,1,1,70
28,0,0,39,control,0,1,3,0,NA,NA
26,0,1,50,control,0,0,4,0,1,45
26,0,0,62,control,0,0,0,0,1,33
38,0,1,33,control,0,1,9,0,1,32
30,0,0,39,control,0,1,NA,NA,1,46
31,0,0,55,control,1,0,0,0,1,38
25,0,0,63,control,0,0,NA,NA,0,0
25,0,1,60,control,1,1,0,0,0,0
32,0,0,43,control,0,0,4,0,1,8
24,0,0,35,control,0,0,NA,1,0,0
37,0,1,55,control,0,1,NA,NA,0,0
24,0,0,55,control,0,0,NA,NA,NA,NA
28,0,1,53,control,0,0,NA,NA,1,28
29,0,0,51,control,0,0,8,0,1,42
29,0,1,66,control,0,1,11,0,1,23
30,0,1,61,control,0,0,NA,0,NA,NA
27,0,0,55,control,0,0,NA,NA,0,0
30,0,0,61,control,1,0,NA,NA,1,60
32,1,1,63,control,0,1,NA,NA,0,0
26,0,0,47,control,0,0,NA,NA,0,0
30,1,0,50,control,0,1,5,0,NA,NA
32,0,1,56,control,0,1,8,0,NA,NA
31,0,0,52,control,0,1,NA,0,1,54
31,0,0,55,control,0,0,NA,NA,0,0
35,0,0,38,control,0,0,9,0,1,70
34,0,0,60,control,0,0,NA,NA,1,56
29,0,1,66,control,1,0,NA,NA,NA,NA
28,0,0,54,control,0,0,12,0,0,0
25,0,1,66,control,0,0,NA,NA,NA,NA
38,0,1,53,control,0,1,NA,NA,1,36
28,1,1,60,control,0,1,NA,NA,NA,NA
32,0,0,43,control,1,0,NA,NA,NA,NA
30,0,1,55,control,0,0,NA,0,0,0
36,0,0,47,control,0,1,NA,NA,1,40
29,0,1,42,control,1,1,12,0,1,60
28,0,0,41,control,0,0,NA,NA,0,0
31,0,0,45,control,0,0,NA,NA,1,56
34,0,0,44,control,0,0,2,0,NA,NA
36,0,0,42,control,0,1,NA,NA,0,0
22,0,0,71,control,1,0,NA,NA,NA,NA
28,0,0,50,control,0,1,NA,NA,1,60
38,0,1,54,control,0,0,NA,0,NA,NA
30,0,1,47,control,1,1,NA,NA,NA,NA
23,0,0,67,control,1,0,NA,NA,NA,NA
37,1,1,55,control,1,1,NA,NA,1,30
26,0,0,60,control,0,0,NA,NA,NA,NA
19,0,1,54,control,0,0,26,0,NA,NA
37,0,1,65,control,0,1,1,0,1,50
32,0,1,42,control,1,1,NA,0,1,60
35,0,1,40,control,0,1,9,0,1,48
33,0,1,52,control,0,1,3,0,NA,NA
38,1,1,60,control,0,1,9,0,1,60
39,1,1,62,control,0,0,0,NA,1,54
25,0,1,59,control,0,0,NA,NA,NA,NA
38,0,1,67,control,0,1,1,0,1,42
26,0,1,55,control,1,0,NA,NA,1,2
32,0,0,59,control,0,0,NA,NA,0,0
31,0,0,65,control,0,1,NA,NA,NA,NA
27,0,1,64,control,0,0,0,0,1,56
27,0,1,67,control,0,0,NA,0,NA,NA
36,0,1,49,control,0,1,6,1,1,80
37,0,0,43,control,0,1,25,0,0,0
35,0,0,36,control,0,1,NA,NA,0,0
28,0,0,56,control,0,0,2,0,1,60
26,0,0,63,control,0,0,0,0,1,40
25,0,1,54,control,0,0,0,1,1,60
29,0,1,53,control,0,0,NA,NA,0,0
27,0,0,64,control,0,0,NA,NA,NA,NA
31,0,1,59,control,0,1,NA,NA,1,16
26,0,1,31,control,0,0,NA,NA,1,40
31,0,0,58,control,0,0,NA,NA,NA,NA
28,0,1,42,control,0,0,NA,NA,0,0
23,0,0,63,control,0,0,NA,NA,NA,NA
36,0,1,54,control,0,1,NA,NA,1,3
40,0,0,57,control,1,1,NA,NA,0,0
25,0,1,61,control,1,1,NA,NA,0,0
27,0,0,36,control,1,0,NA,NA,1,0
30,0,1,56,control,0,0,NA,NA,0,0
23,0,1,61,control,0,0,5,0,1,63
26,0,1,66,control,0,0,4,0,1,80
31,0,1,59,control,0,0,NA,NA,0,0
28,0,1,59,control,0,0,9,0,NA,NA
40,0,0,60,control,0,1,NA,NA,1,28
28,0,0,53,control,0,0,NA,0,0,0
35,0,0,48,control,0,0,2,1,1,15
28,0,1,49,control,0,0,2,0,1,60
29,0,0,48,control,0,0,NA,0,0,0
29,0,0,62,control,0,0,NA,NA,1,66
32,0,1,43,control,0,1,6,0,1,18
39,0,1,57,control,0,1,15,0,1,40
31,0,0,59,control,0,0,NA,NA,0,0
39,0,0,54,control,1,1,NA,0,NA,NA
28,0,0,49,control,0,0,15,0,1,60
31,0,1,32,control,0,1,NA,NA,0,0
31,0,0,47,control,0,1,11,0,0,0
29,0,0,40,control,0,0,8,0,0,0
37,1,1,51,control,0,1,NA,NA,0,0
34,1,1,63,control,0,1,6,0,1,98
27,0,1,49,control,0,0,NA,NA,1,52
28,0,1,68,control,0,1,NA,NA,NA,NA
30,0,0,50,control,0,0,NA,NA,1,70
25,0,1,36,control,0,0,22,0,1,26
26,0,0,47,control,0,0,NA,0,0,0
27,0,0,37,control,0,0,NA,NA,1,40
30,0,0,70,control,0,0,1,0,1,22
32,0,1,66,control,0,1,NA,NA,NA,NA
29,0,0,53,control,0,1,2,0,1,8
27,0,0,60,control,0,0,NA,NA,1,54
31,0,1,69,control,0,1,NA,NA,NA,NA
28,0,0,68,control,0,0,1,0,1,44
30,0,1,63,control,0,0,3,0,1,48
34,0,0,61,control,0,0,NA,NA,0,0
23,0,1,63,control,1,0,NA,NA,NA,NA
35,0,1,64,control,0,1,NA,NA,NA,NA
26,0,1,56,control,1,0,NA,NA,NA,NA
